100827,Chocolate Caramel Cheesecake,4.5,22,13,634,1H,1H45M,8H45M
104518,Italian Ricotta Cheesecake,3.92307686805725,30,24,214,10M,1H,1H10M
112239,Caramel Macchiato Cheesecake,4.8173303604126,513,324,486,35M,1H28M,10H3M
12129,Easy Cheesecake Pie,4.59259271621704,38,23,384,NA,NA,NA
12297,"Red, White, and Blueberry Cheesecake Pie",4.59183692932129,46,41,496,40M,50M,2H30M
12507,Chocolate Turtles Cheesecake,3.92857146263123,13,12,377,NA,NA,NA
125352,Sopapilla Cheesecake Dessert,4.80129241943359,710,493,553,15M,45M,3H
126432,Master Recipe for Rich and Creamy Cheesecake,4.85585594177246,137,99,347,25M,1H10M,4H35M
127314,Chocolate Bliss Cheesecake,4.5,20,12,NA,NA,NA,5H30M
128796,Isolde's German Cheesecake,4.5,47,25,341,15M,1H,1H15M
131459,Candy Cane Cheesecake,4.26315784454346,46,16,545,30M,1H10M,1Day2H40M
132633,Kim's Eggnog Cheesecake,4.69999980926514,54,31,453,20M,3H,3H20M
132765,Key Lime Cheesecakes with Raspberry Swirls,4.57692289352417,44,42,271,40M,20M,7H
134553,Avocado Lime Cheesecake,4.4761905670166,118,30,470,20M,5M,3H35M
13477,Double Layer Pumpkin Cheesecake,4.77321434020996,4K,2299,426,30M,40M,4H10M
135201,New York Cheesecake,4.72499990463257,148,66,509,40M,55M,7H35M
13633,Pumpkin Pecan Cheesecake,4.68421030044556,25,17,322,NA,NA,NA
13759,Meredith's Cheesecake,4.80000019073486,5,3,323,NA,NA,NA
139953,Trini Mango Cheesecake,4.40000009536743,36,27,484,20M,35M,4H25M
140868,Durian Puree Cheesecake,4.66666650772095,2,2,448,15M,1H,1H15M
143336,Frozen Raspberry Swirl Cheesecake Squares,4.7142858505249,13,6,450,25M,NA,3H25M
143546,Lemon Souffle Cheesecake with Blueberry Topping,4.65151500701904,100,58,503,30M,50M,6H20M
146175,Blueberry Shortbread Cheesecake,4.5238094329834,34,18,613,30M,1H5M,9H35M
146988,Nickie's Apple-Pecan Cheesecake,4.65517234802246,33,26,456,30M,55M,5H55M
148882,Orange-Chocolate Twist Cheesecake,0,0,0,635,50M,1H30M,10H50M
14977,Cheesecake Cupcakes,3.81764698028564,262,137,265,NA,NA,NA
15041,Chocolate Caramel Nut Cheesecake,4.55000019073486,94,81,378,NA,NA,NA
15058,Chocolate Chip Cheesecake I,4.71022748947144,643,417,507,NA,NA,NA
